,,,,,"2001 to 2005","75"
,,,,,"2006 to 2010","40"
,,,,,"2011 to 2015","40"
,,,,,"2016 to 2021 7","20"
,,,,"Portugal","Total immigrant population 5 6","1,150"
,,,,,"Before 1980","730"
,,,,,"1980 to 1990","165"
,,,,,"1991 to 2000","65"
,,,,,"2001 to 2005","30"
,,,,,"2006 to 2010","15"
,,,,,"2011 to 2015","40"
,,,,,"2016 to 2021 7","105"
,,,,"San Marino","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Serbia 14","Total immigrant population 5 6","1,025"
,,,,,"Before 1980","110"
,,,,,"1980 to 1990","40"
,,,,,"1991 to 2000","435"
,,,,,"2001 to 2005","160"
,,,,,"2006 to 2010","50"
,,,,,"2011 to 2015","170"
,,,,,"2016 to 2021 7","55"
,,,,"Slovenia","Total immigrant population 5 6","235"
,,,,,"Before 1980","125"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","70"
,,,,,"2001 to 2005","15"
,,,,,"2006 to 2010","10"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Spain","Total immigrant population 5 6","490"
,,,,,"Before 1980","160"
,,,,,"1980 to 1990","50"
,,,,,"1991 to 2000","25"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","30"
,,,,,"2011 to 2015","70"
,,,,,"2016 to 2021 7","145"
,,,,"Benin","Total immigrant population 5 6","20"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","10"
,,,,,"2006 to 2010","10"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Burkina Faso","Total immigrant population 5 6","15"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Cabo Verde","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Côte d'Ivoire","Total immigrant population 5 6","245"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","25"
,,,,,"2001 to 2005","10"
,,,,,"2006 to 2010","65"
,,,,,"2011 to 2015","85"
,,,,,"2016 to 2021 7","55"
,,,,"Gambia","Total immigrant population 5 6","40"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","15"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","20"
,,,,"Ghana","Total immigrant population 5 6","1,455"
,,,,,"Before 1980","65"
,,,,,"1980 to 1990","85"
,,,,,"1991 to 2000","275"
,,,,,"2001 to 2005","175"
,,,,,"2006 to 2010","225"
,,,,,"2011 to 2015","245"
,,,,,"2016 to 2021 7","385"
,,,,"Guinea","Total immigrant population 5 6","115"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","20"
,,,,,"2001 to 2005","15"
,,,,,"2006 to 2010","15"
,,,,,"2011 to 2015","30"
,,,,,"2016 to 2021 7","40"
,,,,"Guinea-Bissau","Total immigrant population 5 6","10"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Liberia","Total immigrant population 5 6","280"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","15"
,,,,,"2001 to 2005","85"
,,,,,"2006 to 2010","115"
,,,,,"2011 to 2015","60"
,,,,,"2016 to 2021 7","10"
,,,,"Mali","Total immigrant population 5 6","15"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","10"
,,,,,"2016 to 2021 7","0"
,,,,"Mauritania","Total immigrant population 5 6","40"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","10"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","10"
,,,,"Niger","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Nigeria","Total immigrant population 5 6","13,340"
,,,,,"Before 1980","120"
,,,,,"1980 to 1990","90"
,,,,,"1991 to 2000","315"
,,,,,"2001 to 2005","955"
,,,,,"2006 to 2010","2,340"
,,,,,"2011 to 2015","3,355"
,,,,,"2016 to 2021 7","6,170"
,,,,"Saint Helena, Ascension and Tristan da Cunha","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Senegal","Total immigrant population 5 6","160"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","15"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","15"
,,,,,"2006 to 2010","45"
,,,,,"2011 to 2015","40"
,,,,,"2016 to 2021 7","40"
,,,,"Sierra Leone","Total immigrant population 5 6","210"
,,,,,"Before 1980","25"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","50"
,,,,,"2001 to 2005","50"
,,,,,"2006 to 2010","30"
,,,,,"2011 to 2015","50"
,,,,,"2016 to 2021 7","0"
,,,,"Togo","Total immigrant population 5 6","20"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","10"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Burundi","Total immigrant population 5 6","205"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","40"
,,,,,"2001 to 2005","20"
,,,,,"2006 to 2010","40"
,,,,,"2011 to 2015","50"
,,,,,"2016 to 2021 7","40"
,,,,"Comoros","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Djibouti","Total immigrant population 5 6","65"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","10"
,,,,,"1991 to 2000","15"
,,,,,"2001 to 2005","10"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","20"
,,,,,"2016 to 2021 7","15"
,,,,"Eritrea","Total immigrant population 5 6","4,775"
,,,,,"Before 1980","15"
,,,,,"1980 to 1990","140"
,,,,,"1991 to 2000","210"
,,,,,"2001 to 2005","215"
,,,,,"2006 to 2010","530"
,,,,,"2011 to 2015","1,130"
,,,,,"2016 to 2021 7","2,545"
,,,,"Ethiopia","Total immigrant population 5 6","7,160"
,,,,,"Before 1980","35"
,,,,,"1980 to 1990","230"
,,,,,"1991 to 2000","760"
,,,,,"2001 to 2005","1,150"
,,,,,"2006 to 2010","1,405"
,,,,,"2011 to 2015","1,725"
,,,,,"2016 to 2021 7","1,850"
,,,,"Kenya","Total immigrant population 5 6","3,020"
,,,,,"Before 1980","840"
,,,,,"1980 to 1990","480"
,,,,,"1991 to 2000","330"
,,,,,"2001 to 2005","370"
,,,,,"2006 to 2010","295"
,,,,,"2011 to 2015","415"
,,,,,"2016 to 2021 7","300"
,,,,"Madagascar","Total immigrant population 5 6","40"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","10"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","15"
,,,,"Malawi","Total immigrant population 5 6","30"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","20"
,,,,,"1991 to 2000","10"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Mauritius","Total immigrant population 5 6","445"
,,,,,"Before 1980","50"
,,,,,"1980 to 1990","70"
,,,,,"1991 to 2000","50"
,,,,,"2001 to 2005","20"
,,,,,"2006 to 2010","80"
,,,,,"2011 to 2015","100"
,,,,,"2016 to 2021 7","70"
,,,,"Mayotte","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Mozambique","Total immigrant population 5 6","45"
,,,,,"Before 1980","10"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","10"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","15"
,,,,"Réunion","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Rwanda","Total immigrant population 5 6","185"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","10"
,,,,,"2001 to 2005","25"
,,,,,"2006 to 2010","25"
,,,,,"2011 to 2015","75"
,,,,,"2016 to 2021 7","50"
,,,,"Seychelles","Total immigrant population 5 6","15"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","10"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Somalia","Total immigrant population 5 6","1,580"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","65"
,,,,,"1991 to 2000","435"
,,,,,"2001 to 2005","195"
,,,,,"2006 to 2010","225"
,,,,,"2011 to 2015","345"
,,,,,"2016 to 2021 7","310"
,,,,"South Sudan","Total immigrant population 5 6","1,435"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","10"
,,,,,"1991 to 2000","390"
,,,,,"2001 to 2005","690"
,,,,,"2006 to 2010","145"
,,,,,"2011 to 2015","70"
,,,,,"2016 to 2021 7","125"
,,,,"Tanzania 15","Total immigrant population 5 6","2,940"
,,,,,"Before 1980","1,390"
,,,,,"1980 to 1990","825"
,,,,,"1991 to 2000","315"
,,,,,"2001 to 2005","130"
,,,,,"2006 to 2010","100"
,,,,,"2011 to 2015","70"
,,,,,"2016 to 2021 7","120"
,,,,"Uganda","Total immigrant population 5 6","1,190"
,,,,,"Before 1980","555"
,,,,,"1980 to 1990","125"
,,,,,"1991 to 2000","45"
,,,,,"2001 to 2005","85"
,,,,,"2006 to 2010","90"
,,,,,"2011 to 2015","155"
,,,,,"2016 to 2021 7","145"
,,,,"Zambia","Total immigrant population 5 6","180"
,,,,,"Before 1980","30"
,,,,,"1980 to 1990","20"
,,,,,"1991 to 2000","50"
,,,,,"2001 to 2005","20"
,,,,,"2006 to 2010","15"
,,,,,"2011 to 2015","15"
,,,,,"2016 to 2021 7","30"
,,,,"Zimbabwe","Total immigrant population 5 6","1,115"
,,,,,"Before 1980","50"
,,,,,"1980 to 1990","50"
,,,,,"1991 to 2000","75"
,,,,,"2001 to 2005","335"
,,,,,"2006 to 2010","225"
,,,,,"2011 to 2015","140"
,,,,,"2016 to 2021 7","225"
,,,,"Algeria","Total immigrant population 5 6","640"
,,,,,"Before 1980","40"
,,,,,"1980 to 1990","10"
,,,,,"1991 to 2000","90"
,,,,,"2001 to 2005","220"
,,,,,"2006 to 2010","135"
,,,,,"2011 to 2015","90"
,,,,,"2016 to 2021 7","60"
,,,,"Egypt","Total immigrant population 5 6","3,475"
,,,,,"Before 1980","155"
,,,,,"1980 to 1990","190"
,,,,,"1991 to 2000","330"
,,,,,"2001 to 2005","480"
,,,,,"2006 to 2010","730"
,,,,,"2011 to 2015","980"
,,,,,"2016 to 2021 7","610"
,,,,"Libya","Total immigrant population 5 6","615"
,,,,,"Before 1980","10"
,,,,,"1980 to 1990","10"
,,,,,"1991 to 2000","80"
,,,,,"2001 to 2005","50"
,,,,,"2006 to 2010","160"
,,,,,"2011 to 2015","100"
,,,,,"2016 to 2021 7","205"
,,,,"Morocco","Total immigrant population 5 6","945"
,,,,,"Before 1980","40"
,,,,,"1980 to 1990","35"
,,,,,"1991 to 2000","90"
,,,,,"2001 to 2005","105"
,,,,,"2006 to 2010","240"
,,,,,"2011 to 2015","205"
,,,,,"2016 to 2021 7","235"
,,,,"Sudan 16","Total immigrant population 5 6","1,740"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","40"
,,,,,"1991 to 2000","160"
,,,,,"2001 to 2005","360"
,,,,,"2006 to 2010","335"
,,,,,"2011 to 2015","405"
,,,,,"2016 to 2021 7","440"
,,,,"Tunisia","Total immigrant population 5 6","420"
,,,,,"Before 1980","15"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","35"
,,,,,"2001 to 2005","35"
,,,,,"2006 to 2010","105"
,,,,,"2011 to 2015","130"
,,,,,"2016 to 2021 7","95"
,,,,"Western Sahara","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Angola","Total immigrant population 5 6","120"
,,,,,"Before 1980","10"
,,,,,"1980 to 1990","15"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","35"
,,,,,"2006 to 2010","10"
,,,,,"2011 to 2015","35"
,,,,,"2016 to 2021 7","15"
,,,,"Cameroon","Total immigrant population 5 6","1,300"
,,,,,"Before 1980","10"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","35"
,,,,,"2001 to 2005","30"
,,,,,"2006 to 2010","265"
,,,,,"2011 to 2015","525"
,,,,,"2016 to 2021 7","430"
,,,,"Central African Republic","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Chad","Total immigrant population 5 6","55"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","10"
,,,,,"2001 to 2005","20"
,,,,,"2006 to 2010","10"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","10"
,,,,"Congo, Democratic Republic of the","Total immigrant population 5 6","900"
,,,,,"Before 1980","15"
,,,,,"1980 to 1990","20"
,,,,,"1991 to 2000","155"
,,,,,"2001 to 2005","145"
,,,,,"2006 to 2010","205"
,,,,,"2011 to 2015","200"
,,,,,"2016 to 2021 7","160"
,,,,"Congo, Republic of the","Total immigrant population 5 6","75"
,,,,,"Before 1980","10"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","10"
,,,,,"2001 to 2005","10"
,,,,,"2006 to 2010","15"
,,,,,"2011 to 2015","20"
,,,,,"2016 to 2021 7","15"
,,,,"Equatorial Guinea","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Gabon","Total immigrant population 5 6","15"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Sao Tome and Principe","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Botswana","Total immigrant population 5 6","115"
,,,,,"Before 1980","10"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","10"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","10"
,,,,,"2011 to 2015","35"
,,,,,"2016 to 2021 7","40"
,,,,"Eswatini","Total immigrant population 5 6","20"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","10"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Lesotho","Total immigrant population 5 6","30"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","10"
,,,,"Namibia","Total immigrant population 5 6","95"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","20"
,,,,,"2001 to 2005","35"
,,,,,"2006 to 2010","15"
,,,,,"2011 to 2015","10"
,,,,,"2016 to 2021 7","10"
,,,,"South Africa, Republic of","Total immigrant population 5 6","3,590"
,,,,,"Before 1980","400"
,,,,,"1980 to 1990","190"
,,,,,"1991 to 2000","735"
,,,,,"2001 to 2005","520"
,,,,,"2006 to 2010","575"
,,,,,"2011 to 2015","410"
,,,,,"2016 to 2021 7","755"
,,,,"Afghanistan","Total immigrant population 5 6","4,275"
,,,,,"Before 1980","25"
,,,,,"1980 to 1990","110"
,,,,,"1991 to 2000","995"
,,,,,"2001 to 2005","1,150"
,,,,,"2006 to 2010","630"
,,,,,"2011 to 2015","495"
,,,,,"2016 to 2021 7","870"
,,,,"Armenia","Total immigrant population 5 6","165"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","15"
,,,,,"2001 to 2005","20"
,,,,,"2006 to 2010","60"
,,,,,"2011 to 2015","30"
,,,,,"2016 to 2021 7","40"
,,,,"Azerbaijan","Total immigrant population 5 6","375"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","65"
,,,,,"2001 to 2005","40"
,,,,,"2006 to 2010","80"
,,,,,"2011 to 2015","100"
,,,,,"2016 to 2021 7","90"
,,,,"Bahrain","Total immigrant population 5 6","150"
,,,,,"Before 1980","15"
,,,,,"1980 to 1990","10"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","35"
,,,,,"2006 to 2010","30"
,,,,,"2011 to 2015","45"
,,,,,"2016 to 2021 7","15"
,,,,"Cyprus","Total immigrant population 5 6","90"
,,,,,"Before 1980","45"
,,,,,"1980 to 1990","15"
,,,,,"1991 to 2000","10"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","15"
,,,,,"2016 to 2021 7","0"
,,,,"Georgia","Total immigrant population 5 6","155"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","10"
,,,,,"2001 to 2005","45"
,,,,,"2006 to 2010","20"
,,,,,"2011 to 2015","70"
,,,,,"2016 to 2021 7","15"
,,,,"Iran 17","Total immigrant population 5 6","5,695"
,,,,,"Before 1980","40"
,,,,,"1980 to 1990","500"
,,,,,"1991 to 2000","835"
,,,,,"2001 to 2005","925"
,,,,,"2006 to 2010","1,055"
,,,,,"2011 to 2015","1,465"
,,,,,"2016 to 2021 7","865"
,,,,"Iraq","Total immigrant population 5 6","4,050"
,,,,,"Before 1980","30"
,,,,,"1980 to 1990","70"
,,,,,"1991 to 2000","700"
,,,,,"2001 to 2005","560"
,,,,,"2006 to 2010","775"
,,,,,"2011 to 2015","965"
,,,,,"2016 to 2021 7","945"
,,,,"Israel","Total immigrant population 5 6","1,070"
,,,,,"Before 1980","120"
,,,,,"1980 to 1990","65"
,,,,,"1991 to 2000","90"
,,,,,"2001 to 2005","125"
,,,,,"2006 to 2010","150"
,,,,,"2011 to 2015","170"
,,,,,"2016 to 2021 7","345"
,,,,"Jordan","Total immigrant population 5 6","615"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","10"
,,,,,"1991 to 2000","75"
,,,,,"2001 to 2005","65"
,,,,,"2006 to 2010","100"
,,,,,"2011 to 2015","200"
,,,,,"2016 to 2021 7","160"
,,,,"Kazakhstan","Total immigrant population 5 6","1,085"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","10"
,,,,,"1991 to 2000","180"
,,,,,"2001 to 2005","335"
,,,,,"2006 to 2010","190"
,,,,,"2011 to 2015","175"
,,,,,"2016 to 2021 7","185"
,,,,"Kuwait","Total immigrant population 5 6","750"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","35"
,,,,,"1991 to 2000","145"
,,,,,"2001 to 2005","130"
,,,,,"2006 to 2010","135"
,,,,,"2011 to 2015","155"
,,,,,"2016 to 2021 7","155"
,,,,"Kyrgyzstan","Total immigrant population 5 6","255"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","15"
,,,,,"2001 to 2005","55"
,,,,,"2006 to 2010","80"
,,,,,"2011 to 2015","65"
,,,,,"2016 to 2021 7","45"
,,,,"Lebanon","Total immigrant population 5 6","4,420"
,,,,,"Before 1980","965"
,,,,,"1980 to 1990","810"
,,,,,"1991 to 2000","810"
,,,,,"2001 to 2005","365"
,,,,,"2006 to 2010","540"
,,,,,"2011 to 2015","475"
,,,,,"2016 to 2021 7","455"
,,,,"Oman","Total immigrant population 5 6","140"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","10"
,,,,,"2001 to 2005","30"
,,,,,"2006 to 2010","25"
,,,,,"2011 to 2015","50"
,,,,,"2016 to 2021 7","30"
,,,,"Qatar","Total immigrant population 5 6","340"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","45"
,,,,,"2001 to 2005","35"
,,,,,"2006 to 2010","90"
,,,,,"2011 to 2015","115"
,,,,,"2016 to 2021 7","65"
,,,,"Saudi Arabia","Total immigrant population 5 6","1,365"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","25"
,,,,,"1991 to 2000","250"
,,,,,"2001 to 2005","105"
,,,,,"2006 to 2010","280"
,,,,,"2011 to 2015","440"
,,,,,"2016 to 2021 7","270"
,,,,"Syria 18","Total immigrant population 5 6","4,415"
,,,,,"Before 1980","80"
,,,,,"1980 to 1990","45"
,,,,,"1991 to 2000","185"
,,,,,"2001 to 2005","185"
,,,,,"2006 to 2010","115"
,,,,,"2011 to 2015","705"
,,,,,"2016 to 2021 7","3,095"
,,,,"Tajikistan","Total immigrant population 5 6","95"
,,,,,"Before 1980","10"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","25"
,,,,,"2006 to 2010","20"
,,,,,"2011 to 2015","30"
,,,,,"2016 to 2021 7","0"
,,,,"Turkey","Total immigrant population 5 6","1,100"
,,,,,"Before 1980","65"
,,,,,"1980 to 1990","100"
,,,,,"1991 to 2000","165"
,,,,,"2001 to 2005","175"
,,,,,"2006 to 2010","145"
,,,,,"2011 to 2015","40"
,,,,,"2016 to 2021 7","410"
,,,,"Turkmenistan","Total immigrant population 5 6","90"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","15"
,,,,,"2001 to 2005","20"
,,,,,"2006 to 2010","25"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","30"
,,,,"United Arab Emirates","Total immigrant population 5 6","1,730"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","25"
,,,,,"1991 to 2000","170"
,,,,,"2001 to 2005","195"
,,,,,"2006 to 2010","375"
,,,,,"2011 to 2015","590"
,,,,,"2016 to 2021 7","370"
,,,,"Uzbekistan","Total immigrant population 5 6","330"
,,,,,"Before 1980","15"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","35"
,,,,,"2001 to 2005","55"
,,,,,"2006 to 2010","70"
,,,,,"2011 to 2015","90"
,,,,,"2016 to 2021 7","65"
,,,,"West Bank and Gaza Strip 19","Total immigrant population 5 6","455"
,,,,,"Before 1980","20"
,,,,,"1980 to 1990","10"
,,,,,"1991 to 2000","40"
,,,,,"2001 to 2005","75"
,,,,,"2006 to 2010","80"
,,,,,"2011 to 2015","80"
,,,,,"2016 to 2021 7","155"
,,,,"Yemen","Total immigrant population 5 6","475"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","15"
,,,,,"1991 to 2000","60"
,,,,,"2001 to 2005","35"
,,,,,"2006 to 2010","90"
,,,,,"2011 to 2015","80"
,,,,,"2016 to 2021 7","190"
,,,,"China 20","Total immigrant population 5 6","36,785"
,,,,,"Before 1980","2,000"
,,,,,"1980 to 1990","2,800"
,,,,,"1991 to 2000","7,075"
,,,,,"2001 to 2005","8,205"
,,,,,"2006 to 2010","5,505"
,,,,,"2011 to 2015","5,590"
,,,,,"2016 to 2021 7","5,605"
,,,,"Hong Kong 21","Total immigrant population 5 6","10,940"
,,,,,"Before 1980","2,040"
,,,,,"1980 to 1990","3,410"
,,,,,"1991 to 2000","4,070"
,,,,,"2001 to 2005","330"
,,,,,"2006 to 2010","345"
,,,,,"2011 to 2015","425"
,,,,,"2016 to 2021 7","310"
,,,,"Japan","Total immigrant population 5 6","1,775"
,,,,,"Before 1980","245"
,,,,,"1980 to 1990","135"
,,,,,"1991 to 2000","265"
,,,,,"2001 to 2005","305"
,,,,,"2006 to 2010","325"
,,,,,"2011 to 2015","330"
,,,,,"2016 to 2021 7","170"
,,,,"Korea, North 22","Total immigrant population 5 6","30"
,,,,,"Before 1980","10"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Korea, South 23","Total immigrant population 5 6","8,600"
,,,,,"Before 1980","370"
,,,,,"1980 to 1990","365"
,,,,,"1991 to 2000","1,545"
,,,,,"2001 to 2005","1,450"
,,,,,"2006 to 2010","1,135"
,,,,,"2011 to 2015","1,925"
,,,,,"2016 to 2021 7","1,800"
,,,,"Macao 24","Total immigrant population 5 6","230"
,,,,,"Before 1980","60"
,,,,,"1980 to 1990","75"
,,,,,"1991 to 2000","65"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","10"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","15"
,,,,"Mongolia","Total immigrant population 5 6","550"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","60"
,,,,,"2006 to 2010","265"
,,,,,"2011 to 2015","110"
